StockCode,Description,Quantity,TotalAmount,InvoiceNo,AvgOrderValue
23469,Card Holder Love Bird Small,320,1255.76,63,19.93
23470,Card Holder Love Bird Large,220,1323.4,75,17.65
23471,Six Drawer Office Tidy,65,605.95,26,23.31
23472,Nine Drawer Office Tidy,55,792.85,30,26.43
23473,Woodland Small Red Felt Heart,666,531.66,43,12.36
23474,Woodland Small Blue Felt Heart,297,246.51,27,9.13
23475,Woodland Small Pink Felt Heart,280,232.4,26,8.94
23476,Woodland Large Red Felt Heart,198,247.5,18,13.75
23477,Woodland Large Blue Felt Heart,85,106.25,8,13.28
23478,Woodland Large Pink Felt Heart,278,307.18,10,30.72
23479,Wire Egg Basket,110,827.5,40,20.69
23480,Mini Lights Woodland Mushrooms,1720,6126.09,173,35.41
23481,Pearlised Ivory Heart Small,217,266.21,27,9.86
23482,Pearlised Ivory Heart Large,415,651.15,36,18.09
23483,Hanging  Butterfly T-Light Holder,1322,1541.62,66,23.36
23484,Heart Trellistriple T-Light Holder,174,483.66,25,19.35
23485,Botanical Gardens Wall Clock,259,5719.0,80,71.49
23486,Antique Heart Shelf Unit,267,3879.15,68,57.05
23487,Sweet Heart Cake Carrier,78,754.0,42,17.95
23489,"Garland, Vintage Bells",876,2512.44,137,18.34
23490,T-Light Holder Hanging Love Bird,539,1988.13,95,20.93
23491,Vintage Jingle Bells Heart,226,1864.5,76,24.53
23492,Vintage Jingle Bells Wreath,74,610.5,26,23.48
23493,Vintage Doily Travel Sewing Kit,3522,6747.9,349,19.33
23494,Vintage Doily Deluxe Sewing Kit,726,4218.7,176,23.97
23495,Set Of 3 Pantry Wooden Spoons,192,240.0,24,10.0
23496,Pantry Kitchen Thermometer,88,110.0,22,5.0
23497,Classic Chrome Bicycle Bell,2514,3513.1,172,20.42
23498,Classic Bicycle Clips,1591,2205.95,86,25.65
23499,Set 12 Vintage Doily Chalk,1247,523.74,93,5.63
23500,Key Ring Baseball Boot Assorted,1585,1935.05,84,23.04
23501,Key Ring Baseball Boot Union Jack,1772,2105.8,85,24.77
23502,Playing Cards Vintage Doiley,690,838.98,87,9.64
23503,Playing Cards Keep Calm & Carry On,3435,4246.71,327,12.99
23504,Playing Cards Jubilee Union Jack,1668,2082.48,190,10.96
23505,Playing Cards I Love London,1065,1247.25,104,11.99
23506,Mini Playing Cards Spaceboy,2718,1116.36,127,8.79
23507,Mini Playing Cards Buffalo Bill,2841,1129.02,101,11.18
23508,Mini Playing Cards Dolly Girl,2476,1014.72,106,9.57
23509,Mini Playing Cards Fun Fair,1043,434.46,54,8.05
23510,Mini Playing Cards Gymkhana,2298,902.16,95,9.5
23511,Embroidered Ribbon Reel Emily,526,1050.58,85,12.36
23512,Embroidered Ribbon Reel Rosie,485,923.54,49,18.85
23513,Embroidered Ribbon Reel Susie,556,1072.96,62,17.31
23514,Embroidered Ribbon Reel Sally,458,909.14,62,14.66
23515,Embroidered Ribbon Reel Daisy,558,1075.38,59,18.23
23516,Embroidered Ribbon Reel Sophie,292,1028.76,40,25.72
23517,Embroidered Ribbon Reel Rebecca,312,860.88,51,16.88
23518,Embroidered Ribbon Reel Rachel,358,957.82,41,23.36
23519,Embroidered Ribbon Reel Claire,219,755.01,19,39.74
23520,Embroidered Ribbon Reel Ruby,166,589.38,30,19.65
23521,Cat And Bird Wall Art,388,648.62,22,29.48
23522,Dog And Ball Wall Art,341,652.17,21,31.06
23523,Treasure Ahoy Wall Art,357,1151.43,38,30.3
23524,Horse & Pony Wall Art,465,1441.98,51,28.27
23525,Buffalo Bill Wall Art,568,1781.64,44,40.49
23526,Dog Licence Wall Art,882,4346.82,91,47.77
23527,Animals And Nature Wall Art,416,1398.72,43,32.53
23528,Spaceboy Wall Art,462,1381.38,34,40.63
23529,Dolly Girl Wall Art,629,1952.31,30,65.08
23530,Wall Art Only One Person,1043,4270.95,74,57.72
23531,Wall Art Big Love,963,5340.21,97,55.05
23532,Wall Art Work Rest And Play,205,853.47,26,32.83
23533,Wall Art Garden Haven,210,936.34,31,30.2
23534,Stop For Tea Wall Art,1207,6326.83,194,32.61
23535,Bicycle Saftey Wall Art,1128,5928.36,162,36.59
23536,Village Show Wall Art,613,3274.03,74,44.24
23537,I Love London Wall Art,98,446.7,21,21.27
23538,Wall Art Vintage Heart,327,1278.87,27,47.37
23539,Wall Art Loves' Secret,237,1129.71,35,32.28
23540,Wall Art The Magic Forest,146,890.54,10,89.05
23541,Wall Art Classic Puddings,829,6154.69,120,51.29
23542,70'S Alphabet Wall Art,484,3442.68,70,49.18
23543,Keep Calm Wall Art,1228,6877.72,94,73.17
23544,Wall Art Mid Century Modern,164,1015.78,20,50.79
23545,Wrap Red Doiley,2475,1023.5,83,12.33
23546,Wrap Paisley Park,3275,1375.5,120,11.46
23547,Wrap Flower Shop,1575,661.5,62,10.67
23548,Wrap Magic Forest,1075,451.5,43,10.5
23549,Wrap Bird Garden,1300,546.0,51,10.71
23550,Wrap Alphabet Poster,1850,761.0,63,12.08
23551,Pack Of 12 Paisley Park Tissues,1617,630.63,95,6.64
23552,Bicycle Puncture Repair Kit,1731,3338.8,103,32.42
23553,Landmark Frame Camden Town,558,6257.35,62,100.93
23554,Landmark Frame Oxford Street,421,4755.65,54,88.07
23555,Landmark Frame Notting Hill,422,4768.15,48,99.34
23556,Landmark Frame Covent Garden,438,4949.55,52,95.18
23557,Landmark Frame Baker Street,347,3867.85,29,133.37
23558,Landmark Frame London Bridge,413,4641.7,47,98.76
23559,Woodland Bunnies Lolly Makers,566,1135.52,75,15.14
23560,Set Of 6 Ribbons Country Style,164,449.96,20,22.5
23561,Set Of 6 Ribbons Party,167,458.63,13,35.28
23562,Set Of 6 Ribbons Perfectly Pretty,245,684.05,37,18.49
23564,Egg Cup Milkmaid Ingrid,587,703.51,42,16.75
23565,Egg Cup Milkmaid Helga,348,435.0,31,14.03
23566,Egg Cup Milkmaid Heidi,786,922.02,46,20.04
23567,Egg Cup Henrietta Hen Pink,187,233.75,18,12.99
23568,Egg Cup Henrietta Hen Cream,580,664.52,28,23.73
23569,Tradtional Alphabet Stamp Set,933,4531.95,174,26.05
23570,Traditional Pick Up Sticks Game,1846,2307.5,231,9.99
23571,Traditional Naughts & Crosses,2036,3330.6,216,15.42
23574,Packing Charge,14,105.0,14,7.5
23575,Snack Tray Paisley Park,164,305.4,22,13.88
23576,Snack Tray Red Vintage Doily,185,346.35,29,11.94
23578,Snack Tray Red Gingham,56,109.2,11,9.93
23579,Snack Tray I Love London,151,280.05,24,11.67
23580,Snack Tray Happy Forest,111,216.45,21,10.31
23581,Jumbo Bag Paisley Park,4373,8529.24,302,28.24
23582,Vintage Doily Jumbo Bag Red,4447,8535.26,234,36.48
23583,Lunch Bag Paisley Park,3315,5267.75,298,17.68
23597,Paper Bunting Paisley Park,248,667.6,28,23.84
23598,Paper Bunting Vintage Party,421,1177.95,42,28.05
23630,Set 10 Cards Hanging Baubles 17080,1,2.99,1,2.99
23660,Henrietta Hen Mug,293,483.45,31,15.6
23661,Milk Maids Mug,204,336.6,23,14.63
23664,Flower Shop Design Mug,1,1.65,1,1.65
23681,Lunch Bag Red Vintage Doily,1548,2434.2,118,20.63
23691,Keep Calm Birthday Wrap,1175,481.5,38,12.67
23692,Wrap A Pretty Thank You,50,21.0,2,10.5
23694,Paisley Park Card,348,141.84,24,5.91
23695,Doily Thank You Card,727,296.7,44,6.74
23697,A Pretty Thank You Card,438,179.64,26,6.91
23702,High Resolution Image,4,27.0,3,9.0
23843,"Paper Craft , Little Birdie",80995,168469.6,1,168469.6
35001G,Hand Open Shape Gold,157,510.83,24,21.28
35001W,Hand Open Shape Deco.White,92,270.02,5,54.0
35004B,Set Of 3 Black Flying Ducks,475,2251.15,47,47.9
35004C,Set Of 3 Coloured  Flying Ducks,393,1882.65,38,49.54
35004G,Set Of 3 Gold Flying Ducks,126,448.3,20,22.42
35004P,Set Of 3 Pink Flying Ducks,1,5.45,1,5.45
35095A,Blue Victorian Fabric Oval Box,811,293.82,34,8.64
35095B,Red Victorian Fabric Oval Box,772,277.44,41,6.77
35241,Enamel Blue Rim Biscuit Bin,89,413.95,30,13.8
35265,Colourful Flower Fruit Bowl,16,50.25,11,4.57
35271S,Gold Print Paper Bag,19,3.61,2,1.8
35400,Wooden Box Advent Calendar,10,89.5,5,17.9
35443,Rasta In Bath W Spliff Ashtray,7,5.95,5,1.19
35471D,Set Of 3 Bird Light Pink Feather,1668,695.46,137,5.08
35591T,Turquoise Christmas Tree,5,6.25,4,1.56
35597A,Dusty Pink Christmas Tree 30Cm,1,1.25,1,1.25
35597B,Blackchristmas Tree 30Cm,1,1.25,1,1.25
35597D,Pink/White Christmas Tree 30Cm,46,17.48,2,8.74
35598A,Dusty Pink Christmas Tree 60Cm,9,26.55,2,13.28
35598B,Black Christmas Tree 60Cm,554,433.7,22,19.71
35598C,White Christmas Tree 60Cm,2,5.9,2,2.95
35598D,Pink/White Christmas Tree 60Cm,660,433.22,24,18.05
35599B,Black Christmas Tree 120Cm,209,503.85,23,21.91
35599D,Pink And White Christmas Tree 120Cm,186,465.38,19,24.49
35607A,Pink Fluffy Christmas Decoration,24,4.56,1,4.56
35607B,Black Feather Christmas Decoration,96,18.24,7,2.61
35610A,Pink Christmas Flock Droplet,8,10.0,1,10.0
35610B,Black Christmas Flock Droplet,24,30.0,1,30.0
35610C,White Christmas Flock Droplet,24,30.0,1,30.0
35637A,Ivory String Curtain With Pole,166,363.7,24,15.15
35637C,Pink String Curtain With Pole,28,62.6,7,8.94
35638A,Pink And Black String Curtain,38,82.1,5,16.42
35638B,Pink/Blue String Curtain,56,109.2,4,27.3
35645,Vintage Bead Pink Jewel Box,4,17.0,3,5.67
35646,Vintage Bead Pink Evening Bag,513,668.88,44,15.2
35647,Vintage Bead Pink Shade,13,16.25,2,8.12
35648,Vintage Bead Pink Purse,814,776.42,60,12.94
35649,Vintage Bead Cosmetic Bag,16,51.82,6,8.64
35650,Vintage Bead Pink Jewel Stand,1,4.95,1,4.95
35651,Vintage Bead Pink Scarf,330,557.1,33,16.88
35653,Vintage Bead Notebook,47,138.65,17,8.16
35809A,Enamel Pink Tea Container,389,374.94,40,9.37
35809B,Enamel Blue Rim Tea Container,8,9.18,3,3.06
35810A,Enamel Pink Coffee Container,603,546.21,52,10.5
35810B,Enamel Blue Rim Coffee Container,147,155.03,21,7.38
35815P,"Acrylic Jewel Snowflake, Pink",162,63.28,5,12.66
35816P,"Acrylic Jewel Angel,Pink",78,29.64,2,14.82
35817P,"Acrylic Jewel Snowflake,Pink",18,19.86,2,9.93
35818B,"Acrylic Jewel Icicle, Blue",31,11.78,3,3.93
35818P,"Acrylic Jewel Icicle, Pink",264,100.32,17,5.9
35819B,"Acrylic Hanging Jewel,Blue",268,101.84,22,4.63
35819P,"Acrylic Hanging Jewel,Pink",95,66.55,7,9.51
35833P,4 Pink Flock Christmas Balls,37,46.25,11,4.2
35909A,Rabbit Easter Decoration,8,23.6,3,7.87
35909B,Pink Flowers Rabbit Easter,8,23.6,2,11.8
35910A,Multicolour Easter Rabbit,20,39.0,4,9.75
35910B,Pink Flowers Rabbit Easter,13,25.35,3,8.45
35911A,Multicolour Rabbit Egg Warmer,205,194.15,25,7.77
35911B,Pink/Flower Rabbit Egg Warmer,17,35.7,4,8.93
35912B,White/Pink Chick Decoration,249,283.89,18,15.77
35913B,White/Pink Chick Easter Decoration,35,29.75,9,3.31
35914,Pink Chick Egg Warmer + Egg Cup,136,163.1,18,9.06
35915B,Blue Knitted Hen,91,150.15,14,10.72
35915C,Peach Knitted Hen,49,80.85,8,10.11
35916A,Yellow Felt Hanging Heart W Flower,20,17.0,3,5.67
35916B,Blue Felt Hanging Heart With Flower,6,5.1,1,5.1
35916C,Pink Felt Hanging Heart W Flower,54,45.9,5,9.18
35920,Four Rabbit Easter Decorations,67,83.75,11,7.61
35921,Easter Bunny Hanging Garland,54,67.5,11,6.14
35922,Easter Bunny Wreath,28,138.6,10,13.86
35923,Candy Heart Hanging Decoration,1265,631.71,41,15.41
35924,Hanging Fairy Cake Decoration,724,1262.1,31,40.71
35933,Pink Stocking Christmas Decoration,222,84.36,16,5.27
35953,Folkart Star Christmas Decorations,3017,1282.41,85,15.09
35954,Small Folkart Star Christmas Dec,1124,253.35,32,7.92
35957,Smallfolkart Bauble Christmas Dec,558,146.04,7,20.86
35958,Folkart Zinc Star Christmas Dec,12,10.2,3,3.4
35961,Folkart Zinc Heart Christmas Dec,2692,2138.44,153,13.98
35964,Folkart Clip On Stars,624,246.78,37,6.67
35965,Folkart Heart Napkin Rings,181,181.87,28,6.5
35966,Folkart Christmas Tree T-Light Hold,27,10.26,2,5.13
35967,Folk Art Metal Star T-Light Holder,381,150.54,29,5.19
35968,Folk Art Metal Heart T-Light Holder,145,52.76,18,2.93
35970,Zinc Folkart Sleigh Bells,4647,7665.11,339,22.61
35971,Rose Folkart Heart Decorations,423,504.64,53,9.52
35972,Daisy Folkart Heart Decoration,96,120.0,16,7.5
37327,Asstd Multicolour Circles Mug,1375,548.37,45,12.19
37330,Big Polkadot Mug,6,2.34,1,2.34
37333,"Retro ""Tea For One""",14,54.3,11,4.94
37340,Multicolour Spring Flower Mug,2042,803.74,63,12.76
37342,Polkadot Coffee Cup & Saucer Pink,1435,1142.29,63,18.13
37343,Polkadot Mug Pink,62,89.7,8,11.21
37351,Orange Flower Mug,4,1.56,1,1.56
37370,Retro Coffee Mugs Assorted,2508,2835.08,113,25.09
37379A,Pink Cherry Blossom Cup & Saucer,6,7.5,1,7.5
37413,Icon Mug Revolutionary,701,283.71,79,3.59
37423,White With Black Cats Plate,78,33.18,3,11.06
37444A,Yellow Breakfast Cup And Saucer,49,31.91,14,2.28
37444B,Blue Breakfast Cup And Saucer,4,11.8,3,3.93
37444C,Pink Breakfast Cup And Saucer,21,31.23,7,4.46
37446,Mini Cake Stand With Hanging Cakes,1297,1775.05,148,11.99
37447,Ceramic Cake Design Spotted Plate,757,1104.89,76,14.54
37448,Ceramic Cake Design Spotted Mug,1404,2043.0,154,13.27
37449,Ceramic Cake Stand + Hanging Cakes,562,5084.78,152,33.45
37450,Ceramic Cake Bowl + Hanging Cakes,668,1841.0,98,18.79
37461,Funky Monkey Mug,1,1.25,1,1.25
37462E,"Pet Mug, Goldfish",27,5.59,4,1.4
37464,Robot Mug In Display Box,3,3.75,2,1.88
37467,Pig Mug In Two Colour Designs,128,60.04,11,5.46
37468,Hardman Mug 3 Assorted,64,24.96,12,2.08
37471,Multicolour Polkadot Plate,12,10.2,1,10.2
37475,Set/4 Colourful Mixing Bowls,57,532.11,29,18.35
37476,Condiment Tray 4 Bowls And 4 Spoons,17,160.39,9,17.82
37479B,Cubic Mug Flock Blue On Brown,127,60.33,17,3.55
37479P,Cubic Mug Flock Pink On Brown,130,57.18,20,2.86
37482P,Cubic Mug Pink Polkadot,489,220.95,34,6.5
37487B,Yellow/Orange Flower Design Plate,68,19.72,2,9.86
37488A,Yellow Pink Flower Design Big Bowl,28,10.92,3,3.64
37489A,Yellow/Pink Flower Design Big Mug,33,14.43,14,1.03
37489B,Blue/Yellow Flower Design Big Mug,31,16.77,12,1.4
37489C,Green/Blue Flower Design Big Mug,23,13.65,8,1.71
37489D,Pink/Green Flower Design Big Mug,40,17.16,16,1.07
37491B,Blue/Yellow Ceramic Candle Holder,4,6.6,1,6.6
37491C,Green/Blue Ceramic Candle Holder,8,13.2,1,13.2
37491D,Purple/Blue Ceramic Candle Holder,2,3.3,1,3.3
37495,Fairy Cake Birthday Candle Set,428,1547.4,84,18.42
37500,Tea Time Teapot In Gift Box,338,1972.46,80,24.66
37501,Tea Time Tea Set In Gift Box,102,708.9,29,24.44
37509,New England Mug W Gift Box,2,5.1,2,2.55
40001,White Bamboo Ribs Lampshade,755,573.71,35,16.39
40003,White Bamboo Ribs Lampshade,147,154.95,11,14.09
40005B,Blue Organdy Round Lampshade W Bea,12,10.2,4,2.55
40016,Chinese Dragon Paper Lanterns,5524,1870.7,75,24.94
40046A,Red Daisy Paper Lampshade,50,62.5,6,10.42
44089A,Pink Gauze Butterfly Lampshade,15,6.3,4,1.58
44089C,Lilac Gauze Butterfly Lampshade,24,10.08,6,1.68
44091A,Blue Crusoe Check Lampshade,9,3.78,3,1.26
44092B,Blue White Plastic Rings Lampshade,14,11.9,5,2.38
44092C,Purple/Copper Hanging Lampshade,20,17.0,6,2.83
44228,Cannabis Leaf Bead Curtain,36,30.6,2,15.3
44234,Assorted Circular Mobile,645,121.05,19,6.37
44235,Ass Col Circle Mobile,539,200.46,13,15.42
44236,Pink/Purple Circle Curtain,52,56.52,6,9.42
44242A,Lilac Feathers Curtain,12,9.48,1,9.48
44242B,Pink Feathers Curtain,52,50.28,3,16.76
44265,M/Colour Pom-Pom Curtain,2,8.5,1,8.5
45013,Folding Shoe Tidy,3,8.85,2,4.42
46000M,Polyester Filler Pad 45X45Cm,1008,1562.4,133,11.75
46000P,Polyester Filler Pad 65Cmx65Cm,17,72.25,5,14.45
46000R,Polyester Filler Pad 45X30Cm,101,146.45,37,3.96
46000S,Polyester Filler Pad 40X40Cm,1551,2248.95,182,12.36
46000U,Polyester Filler Pad 30Cmx30Cm,107,133.75,26,5.14
46115B,Green Pop Art Mao Cushion Cover,12,2.28,2,1.14
46118,Funky Monkey Cushion Cover,193,164.05,18,9.11
46126A,Elvis Wallhanging / Curtain,48,60.0,6,10.0
46138B,Blue Chenille Shaggy Cushion Cover,43,43.15,12,3.6
46775D,Sunset Colour Chunky Knitted Throw,24,406.8,13,31.29
46776A,Woven Bubble Gum Cushion Cover,14,69.3,6,11.55
46776B,Woven Berries Cushion Cover,15,74.25,7,10.61
46776C,Woven Frost Cushion Cover,11,54.45,6,9.08
46776D,Woven Sunset Cushion Cover,12,59.4,3,19.8
46776E,Woven Candy Cushion Cover,14,69.3,5,13.86
46776F,Woven Rose Garden Cushion Cover,19,94.05,8,11.76
47013A,Wine Bottle Dressing Lt.Blue,14,3.04,4,0.76
47013C,Wine Bottle Dressing Dark Blue,43,5.5,7,0.79
47016,Light Decoration Battery Operated,2,4.2,1,4.2
47021G,Set/6 Bead Coasters Gauze Bag Gold,518,230.4,15,15.36
47310M,"Small Pop Box,Funky Monkey",265,326.73,47,6.95
47341A,Fuschia Table Run Flower,27,38.75,5,7.75
47341B,Blue Table Run Flower,45,56.25,11,5.11
47343A,Fuschia Flower Purse With Beads,159,145.17,14,10.37
47344B,Blue Flower Des Purse,44,43.66,6,7.28
47348A,Fuschia Voile Pointy Shoe Dec,97,50.31,15,3.35
47351B,Blue  Voile Lampshade,86,234.5,9,26.06
47367B,Pair Padded Hangers Pink Check,57,194.55,11,17.69
47369A,Pink Green Embroidery Cosmetic Bag,8,23.6,6,3.93
47369B,Blue Green Embroidery Cosmetic Bag,3,11.69,3,3.9
47420,Assorted Colour Suction Cup Hook,202,38.38,13,2.95
47421,Assorted Colour Lizard Suction Hook,975,385.02,54,7.13
47422,Assorted Monkey Suction Cup Hook,555,220.14,42,5.24
47469,Assorted Shapes Photo Clip Silver,359,167.11,11,15.19
47471,Rainbow Pegs Photo Clip String,264,150.18,24,6.26
47480,Hanging Photo Clip Rope Ladder,692,1092.88,52,21.02
47481,50Cm Metal String With  7 Clips,222,164.22,19,8.64
47503A,Ass Floral Print Multi Screwdriver,2754,1261.69,161,7.84
47503H,Ass Floral Print Spirit Level,96,92.08,32,2.88
47503J,Set/3 Floral Garden Tools In Bag,1,7.95,1,7.95
47504H,English Rose Spirit Level,948,860.88,92,9.36
47504K,English Rose Garden Secateurs,1958,1826.78,174,10.5
47518F,Icon Placemat Pop Art Elvis,827,113.64,28,4.06
47556B,Tea Time Tea Towels,2600,6045.0,2,3022.5
47559B,Tea Time Oven Glove,2004,2416.67,241,10.03
47563A,Retro Longboard Ironing Board Cover,199,251.25,45,5.58
47566,Party Bunting,15295,68844.33,1380,49.89
47566B,Tea Time Party Bunting,2291,10445.25,313,33.37
47567B,Tea Time Kitchen Apron,592,3289.72,120,27.41
47570B,Tea Time Table Cloth,180,1642.68,26,63.18
47574A,English Rose Scented Hanging Flower,423,366.25,50,7.32
47574B,English Rose Scented Hanging Heart,4,17.0,2,8.5
47578A,English Rose Small Scented Flower,198,168.3,27,6.23
47579,Tea Time Breakfast Basket,1,2.1,1,2.1
47580,Tea Time Des Tea Cosy,330,818.71,76,10.77
47585A,Pink Fairy Cake Cushion Cover,102,382.5,27,14.17
47586A,Pink Fairy Cake Cushion Cover,21,53.55,8,6.69
47589,Congratulations Bunting,13,70.85,3,23.62
47590A,Blue Happy Birthday Bunting,1950,10107.52,355,28.47
47590B,Pink Happy Birthday Bunting,2287,11688.15,359,32.56
47591B,Scotties Childrens Apron,38,62.7,10,6.27
47591D,Pink Fairy Cake Childrens Apron,3144,5823.36,397,14.67
47593A,Carousel Ponies Baby Bib,33,14.37,12,1.2
47593B,Scottie Dogs Baby Bib,1663,676.39,94,7.2
47594A,Carousel Design Washbag,52,101.4,26,3.9
47594B,Scotties Design Washbag,91,177.45,30,5.92
47599A,Pink Party Bags,2409,4481.62,144,31.12
47599B,Blue Party Bags,1451,2728.94,108,25.27
48111,Doormat 3 Smiley Cats,1107,6715.25,174,38.59
48116,Doormat Multicolour Stripe,1419,8053.22,141,57.12
48129,Doormat Topiary,880,5644.46,182,31.01
48138,Doormat Union Flag,3625,23697.99,516,45.93
48173C,Doormat Black Flock,1787,9822.2,173,56.78
48184,Doormat English Rose,1975,13470.95,356,37.84
48185,Doormat Fairy Cake,3429,21187.69,241,87.92
48187,Doormat New England,3721,22968.25,531,43.25
48188,Doormat Welcome Puppies,2028,11544.2,252,45.81
48194,Doormat Hearts,3271,19948.81,480,41.56
51008,Afghan Slipper Sock Pair,511,1662.95,19,87.52
51014A,"Feather Pen,Hot Pink",3621,1777.61,157,11.32
51014C,"Feather Pen,Coal Black",2462,1180.26,110,10.73
51014L,"Feather Pen,Light Pink",1936,951.54,105,9.06
51020A,Summer Fun Design Shower Cap,325,116.33,18,6.46
51020B,Stripy Design Shower Cap,197,70.57,15,4.7
62018,Sombrero,4402,5691.5,59,96.47
62043B,Blue Check Bag W Handle 34X20Cm,17,14.11,5,2.82
62074B,Elephant Clip W Suction Cup,16,6.72,4,1.68
62086A,Pink Retro Big Flower Bag,86,167.7,13,12.9
62094B,Turq Ice Cream Bum Bag,13,33.15,3,11.05
62096A,Pink/Yellow Flowers Handbag,106,132.5,8,16.56
62096B,Purple/Turq Flowers Handbag,2,2.5,1,2.5
62097B,Blue Stripes Shoulder Bag,9,7.47,3,2.49
70006,Love Heart Pocket Warmer,2620,1657.7,78,21.25
70007,Hi Tec Alpine Hand Warmer,732,639.36,53,12.06
71038,White Hanging Beads Candle Holder,239,1244.95,47,26.49
71050,Small Single Flame Candle Holder,33,11.55,6,1.92
71053,White Metal Lantern,1639,5915.95,250,23.66
71101E,Standing Fairy Pole Support,348,280.2,22,12.74
71143,Silver Book Mark With Beads,10,8.5,1,8.5
71215,Metal Base For Candles,11,4.62,2,2.31
71270,Photo Clip Line,207,259.96,31,8.39
71279,Pink Glass Candleholder,156,450.6,27,16.69
71403,"Pink/White ""Keep Clean"" Bullet Bin",54,159.3,13,12.25
71406C,Black Orange Squeezer,138,57.96,21,2.76
71459,Hanging Jam Jar T-Light Holder,12941,10031.45,379,26.47
71477,Colour Glass. Star T-Light Holder,6652,20049.12,263,76.23
71495A,Cd Wall Tidy Blue Office,96,34.56,2,17.28
71495B,Cd Wall Tidy Red Flowers,160,58.56,5,11.71
71496A,A4 Wall Tidy Blue Office,114,61.86,5,12.37
71496B,A4 Wall Tidy Red Flowers,13,7.37,4,1.84
71510,Square Metal Candleholder Base,52,36.52,8,4.57
72024U,Lilac Votive Candle,72,15.12,3,5.04
72051S,Bag Of Silver Stones,46,19.32,5,3.86
72122,Coffee Scent Pillar Candle,292,277.4,44,6.3
72127,Columbian Candle Round,168,208.1,29,7.18
72128,Columbian Candle Round,189,145.53,33,4.41
72130,Columbian Candle Round,215,126.79,24,5.28
72131,Columbian Candle Rectangle,137,238.35,18,13.24
72132,Columbian Cube Candle,28,54.6,12,4.55
72133,Columbian Candle Rectangle,39,48.75,13,3.75
72134,Columbian  Cube Candle,98,47.18,8,5.9
72140E,Best Dad Candle Letters,31,26.35,8,3.29
72225C,Lavender Scent Cake Candle,600,158.64,16,9.91
72232,Feng Shui Pillar Candle,3317,630.23,65,9.7
72349B,Set/6 Purple Butterfly T-Lights,689,1318.98,91,14.49
72351A,Set/6 Turquoise Butterfly T-Lights,1248,2414.16,133,18.15
72351B,Set/6 Pink  Butterfly T-Lights,2060,3860.24,156,24.75
